id,cocoa_percent,num_ingredients,rating,split,year_binary,country_peru,country_venezuela
77,-0.3189721740053384,1.06598060321356,3.0,test,0,0,1
78,-0.3189721740053384,1.06598060321356,3.0,train,0,0,1
79,-0.3189721740053384,1.06598060321356,3.75,train,0,0,0
80,-0.3189721740053384,1.06598060321356,4.0,train,0,0,0
81,-0.3189721740053384,1.06598060321356,4.0,train,0,0,0
82,-0.3189721740053384,-1.1489407141246368,2.75,train,0,0,0
83,2.40737782678353,-1.1489407141246368,2.75,train,0,0,0
84,-0.3189721740053384,-1.1489407141246368,3.0,train,0,0,0
85,2.40737782678353,-1.1489407141246368,3.0,train,0,0,0
86,-0.3189721740053384,0.0,3.0,train,1,1,0
87,-0.3189721740053384,0.0,3.5,train,1,1,0
88,0.04454115943317741,-0.04148005545553843,3.25,train,0,1,0
89,0.2262978261524353,-0.04148005545553843,3.5,train,0,1,0
90,-1.4095121743208858,1.06598060321356,3.0,train,1,0,0
91,-1.04599884088237,-1.1489407141246368,3.25,train,1,0,0
92,0.5898111595909511,-1.1489407141246368,3.25,train,1,0,0
93,-1.5912688410401437,-1.1489407141246368,3.25,train,1,0,0
94,-0.3189721740053384,-1.1489407141246368,3.25,train,1,0,1
95,-0.6824855074438542,-1.1489407141246368,3.5,train,1,1,0
96,-1.04599884088237,1.06598060321356,3.75,train,0,0,0
97,-0.3189721740053384,1.06598060321356,3.0,train,0,0,0
98,-0.3189721740053384,1.06598060321356,3.0,train,0,0,0
99,-0.3189721740053384,1.06598060321356,3.5,test,0,0,0
100,-0.3189721740053384,1.06598060321356,3.5,train,0,0,0
101,-1.5912688410401437,1.06598060321356,3.5,train,0,0,0
102,-0.3189721740053384,1.06598060321356,3.75,train,0,0,1
103,-0.3189721740053384,1.06598060321356,3.75,train,0,1,0
104,-0.3189721740053384,1.06598060321356,3.0,train,1,0,0
105,-0.3189721740053384,1.06598060321356,3.0,test,1,0,1
106,-0.3189721740053384,1.06598060321356,3.0,train,1,0,1
107,0.5898111595909511,1.06598060321356,3.5,train,1,0,0
108,-0.3189721740053384,-0.04148005545553843,2.75,test,1,0,0
109,2.40737782678353,1.06598060321356,2.75,train,0,0,0
110,-3.9541055083904966,1.06598060321356,3.75,train,0,0,0
111,0.5898111595909511,1.06598060321356,3.75,train,0,0,0
112,-2.1365388411979174,1.06598060321356,4.0,train,0,0,0
113,0.5898111595909511,1.06598060321356,3.25,train,0,0,0
114,0.5898111595909511,-1.1489407141246368,3.0,test,0,0,0
115,0.5898111595909511,-1.1489407141246368,3.5,train,1,0,0
116,0.5898111595909511,-1.1489407141246368,3.0,train,1,0,0
117,0.5898111595909511,-1.1489407141246368,3.25,train,1,0,0
118,0.04454115943317741,-0.04148005545553843,2.5,test,0,0,0
119,0.5898111595909511,-0.04148005545553843,2.75,train,0,0,0
120,0.5898111595909511,-0.04148005545553843,3.0,train,0,0,0
121,0.5898111595909511,-0.04148005545553843,3.0,train,0,0,1
122,0.5898111595909511,-1.1489407141246368,2.75,train,1,0,0
123,-0.3189721740053384,-1.1489407141246368,3.25,train,1,0,0
124,-0.3189721740053384,-1.1489407141246368,3.5,train,1,0,0
125,-0.6824855074438542,-1.1489407141246368,3.5,test,1,1,0
126,-0.3189721740053384,-1.1489407141246368,3.5,test,1,0,0
127,0.5898111595909511,-0.04148005545553843,3.5,train,1,0,0
128,-0.3189721740053384,-1.1489407141246368,3.75,train,1,0,0
129,-0.3189721740053384,-1.1489407141246368,3.75,train,1,0,0
130,-0.3189721740053384,-1.1489407141246368,4.0,train,1,0,0
131,-0.3189721740053384,-0.04148005545553843,3.25,train,1,0,0
132,-0.3189721740053384,-0.04148005545553843,3.25,train,1,0,0
133,-0.3189721740053384,-1.1489407141246368,3.25,test,1,0,0
134,0.2262978261524353,-1.1489407141246368,3.25,train,1,0,0
135,-0.3189721740053384,-1.1489407141246368,3.5,train,1,0,0
136,0.2262978261524353,-0.04148005545553843,3.5,test,1,0,0
137,-0.3189721740053384,-1.1489407141246368,3.5,train,1,0,0
138,-0.3189721740053384,-1.1489407141246368,3.5,test,1,0,0
139,-0.3189721740053384,-1.1489407141246368,3.75,train,1,0,0
140,-0.3189721740053384,-0.04148005545553843,3.75,train,1,0,0
141,-0.3189721740053384,-1.1489407141246368,3.75,train,1,0,0
142,-0.3189721740053384,-1.1489407141246368,4.0,train,1,0,0
143,-0.3189721740053384,-1.1489407141246368,4.0,train,1,1,0
144,-0.3189721740053384,-1.1489407141246368,3.5,train,1,0,0
145,-0.3189721740053384,-0.04148005545553843,3.5,train,1,0,0
146,0.2262978261524353,-0.04148005545553843,3.5,test,1,0,0
147,-0.3189721740053384,-0.04148005545553843,3.5,train,1,1,0
148,-0.3189721740053384,-1.1489407141246368,4.0,train,1,0,0
149,-0.3189721740053384,-1.1489407141246368,4.0,test,1,0,0
150,-0.3189721740053384,-1.1489407141246368,3.0,test,1,0,0
151,-0.3189721740053384,-1.1489407141246368,4.0,train,1,0,0
152,-0.3189721740053384,-0.04148005545553843,3.0,train,1,0,0
153,-0.3189721740053384,-0.04148005545553843,3.25,train,1,0,0
154,-0.3189721740053384,-1.1489407141246368,3.0,train,1,0,0
155,-0.3189721740053384,-1.1489407141246368,3.25,train,1,0,0
156,-0.3189721740053384,-1.1489407141246368,3.5,train,1,0,0
157,-0.3189721740053384,-1.1489407141246368,3.5,test,1,0,0
158,0.04454115943317741,-0.04148005545553843,3.75,train,0,0,0
159,0.04454115943317741,-0.04148005545553843,1.75,train,0,0,0
160,0.5898111595909511,-0.04148005545553843,2.5,train,0,0,1
161,0.04454115943317741,-0.04148005545553843,2.75,train,0,0,0
162,1.4985944931872406,-0.04148005545553843,3.0,train,0,0,0
163,0.5898111595909511,-0.04148005545553843,3.0,test,0,1,0
164,0.04454115943317741,-0.04148005545553843,3.25,train,0,0,0
165,5.1337278275723985,0.0,1.75,train,0,0,1
166,0.04454115943317741,-0.04148005545553843,3.25,train,0,0,0
167,0.04454115943317741,-0.04148005545553843,3.25,train,0,0,0
168,0.04454115943317741,-0.04148005545553843,3.5,train,0,0,0
169,0.04454115943317741,-0.04148005545553843,3.75,train,0,0,0
170,0.04454115943317741,-0.04148005545553843,2.75,train,0,0,0
171,0.04454115943317741,-0.04148005545553843,4.0,train,0,0,0
172,0.04454115943317741,-0.04148005545553843,3.75,train,0,0,0
173,0.04454115943317741,-0.04148005545553843,3.25,train,0,0,0
174,0.04454115943317741,1.06598060321356,2.75,train,0,0,0
175,0.04454115943317741,1.06598060321356,3.25,train,1,0,0
176,0.04454115943317741,1.06598060321356,3.25,train,1,0,0
177,0.04454115943317741,1.06598060321356,3.5,train,1,0,0
178,0.5898111595909511,-1.1489407141246368,2.5,train,0,0,0
179,-0.3189721740053384,-1.1489407141246368,3.0,train,0,0,0
180,0.9533244930294669,-1.1489407141246368,3.75,train,0,0,0
181,0.04454115943317741,-1.1489407141246368,3.75,train,0,0,0
182,-0.3189721740053384,-1.1489407141246368,3.75,train,0,0,0
183,-0.6824855074438542,-0.04148005545553843,3.75,test,1,0,0
184,-0.3189721740053384,1.06598060321356,3.0,train,1,0,0
185,0.9533244930294669,1.06598060321356,2.75,train,1,0,0
186,-0.3189721740053384,-0.04148005545553843,3.0,train,1,0,0
187,-0.3189721740053384,-0.04148005545553843,3.0,train,1,0,0
188,-0.3189721740053384,-0.04148005545553843,3.5,train,1,0,0
189,-0.3189721740053384,-1.1489407141246368,2.5,train,1,0,0
190,-0.3189721740053384,-1.1489407141246368,3.0,train,1,0,0
191,-0.3189721740053384,-1.1489407141246368,2.5,train,0,0,0
192,-0.3189721740053384,-1.1489407141246368,2.5,test,0,0,0
193,-0.3189721740053384,-1.1489407141246368,3.0,test,0,0,0
194,1.4985944931872406,-1.1489407141246368,3.25,train,1,0,0
195,-0.3189721740053384,-1.1489407141246368,3.5,train,1,0,0
196,-0.3189721740053384,-1.1489407141246368,3.0,test,1,0,0
197,-0.3189721740053384,-0.04148005545553843,2.75,test,1,1,0
198,-0.3189721740053384,-0.04148005545553843,3.5,train,1,1,0
199,0.04454115943317741,-0.04148005545553843,2.5,train,1,0,0
200,1.8621078266257565,-0.04148005545553843,2.75,train,1,0,0
201,0.04454115943317741,-0.04148005545553843,3.25,train,1,0,0
202,-0.3189721740053384,-1.1489407141246368,3.25,train,0,0,0
203,-0.3189721740053384,-1.1489407141246368,3.5,train,0,0,0
204,-0.3189721740053384,-1.1489407141246368,3.75,train,0,0,0
205,-0.3189721740053384,-1.1489407141246368,4.0,test,0,1,0
206,-0.3189721740053384,-1.1489407141246368,3.5,train,1,0,0
207,0.04454115943317741,-1.1489407141246368,3.5,train,1,0,0
208,1.4985944931872406,-1.1489407141246368,3.5,train,1,0,0
209,1.4985944931872406,1.06598060321356,2.75,train,0,0,0
210,-1.227755507601628,-0.04148005545553843,3.25,train,1,0,0
211,-1.227755507601628,-0.04148005545553843,3.5,train,1,0,0
212,-0.3189721740053384,-0.04148005545553843,3.75,train,1,0,0
213,-0.3189721740053384,1.06598060321356,2.25,train,1,1,0
214,0.2262978261524353,-0.04148005545553843,3.0,train,1,0,0
215,0.04454115943317741,-0.04148005545553843,3.25,train,1,0,0
216,1.4985944931872406,-0.04148005545553843,2.75,test,1,0,0
217,-0.3189721740053384,-0.04148005545553843,2.75,train,1,0,0
218,-0.3189721740053384,-0.04148005545553843,2.75,train,1,0,0
219,3.31616116037982,-0.04148005545553843,2.75,train,1,0,0
220,-1.4095121743208858,1.06598060321356,2.75,train,0,0,0
221,-1.4095121743208858,1.06598060321356,2.75,test,0,0,0
222,-1.4095121743208858,1.06598060321356,2.75,train,0,1,0
223,-0.1372155072860805,1.06598060321356,3.5,train,0,0,0
224,-0.3189721740053384,-0.04148005545553843,3.25,train,1,0,0
225,-0.3189721740053384,-0.04148005545553843,3.5,test,1,0,0
226,-0.3189721740053384,-1.1489407141246368,3.5,train,1,0,0
227,0.5898111595909511,-0.04148005545553843,3.25,train,1,0,0
228,-0.3189721740053384,-0.04148005545553843,3.75,train,1,0,0
229,2.0438644933450143,-0.04148005545553843,2.75,train,1,0,0
230,1.135081159748725,-0.04148005545553843,3.0,train,1,0,0
231,2.0438644933450143,-0.04148005545553843,3.5,train,1,0,0
232,0.04454115943317741,1.06598060321356,3.0,train,1,0,0
233,0.04454115943317741,1.06598060321356,3.0,test,1,0,0
234,0.04454115943317741,1.06598060321356,3.0,train,1,0,0
235,0.04454115943317741,-0.04148005545553843,3.75,train,0,0,0
236,0.04454115943317741,-0.04148005545553843,4.0,train,0,0,0
237,0.4080544928716932,-0.04148005545553843,3.5,train,0,0,0
238,0.4080544928716932,-0.04148005545553843,3.5,train,0,0,1
239,0.4080544928716932,-0.04148005545553843,3.5,train,0,0,1
240,0.2262978261524353,-0.04148005545553843,4.0,train,0,0,0
241,-3.0453221747942067,2.1734412618826586,2.75,train,0,0,0
242,-0.3189721740053384,-0.04148005545553843,3.25,train,0,0,1
243,0.4080544928716932,-0.04148005545553843,3.25,train,0,0,1
244,-1.4095121743208858,-0.04148005545553843,3.5,train,0,0,0
245,0.04454115943317741,-0.04148005545553843,3.5,train,0,0,1
246,-1.4095121743208858,-0.04148005545553843,3.0,test,0,0,0
247,2.9526478269413037,-0.04148005545553843,3.0,train,0,0,1
248,0.04454115943317741,-0.04148005545553843,3.5,train,0,0,1
249,0.04454115943317741,-0.04148005545553843,4.0,test,0,0,0
250,0.771567826310209,-1.1489407141246368,2.5,train,1,0,0
251,0.771567826310209,-1.1489407141246368,2.5,train,1,0,0
252,1.135081159748725,1.06598060321356,2.5,test,1,0,0
253,2.589134493502788,1.06598060321356,3.25,test,1,0,0
254,-0.3189721740053384,1.06598060321356,3.0,train,1,0,1
255,-0.3189721740053384,1.06598060321356,3.0,train,1,0,1
256,-0.3189721740053384,1.06598060321356,3.5,train,1,0,1
257,-0.1372155072860805,-1.1489407141246368,3.0,train,0,0,0
258,-0.3189721740053384,-1.1489407141246368,3.0,train,0,0,0
259,0.5898111595909511,-1.1489407141246368,3.5,train,0,0,0
260,-0.6824855074438542,-1.1489407141246368,3.75,test,0,0,0
261,0.5898111595909511,-1.1489407141246368,3.0,train,0,0,0
262,0.5898111595909511,-1.1489407141246368,3.25,train,0,0,0
263,-1.227755507601628,-1.1489407141246368,3.5,train,0,0,0
264,-1.227755507601628,-1.1489407141246368,3.5,train,0,0,0
265,-1.227755507601628,-1.1489407141246368,2.75,train,0,0,0
266,-0.3189721740053384,-1.1489407141246368,3.0,train,0,0,0
267,1.135081159748725,-1.1489407141246368,3.0,train,0,0,1
268,0.5898111595909511,-1.1489407141246368,3.25,train,0,0,0
269,-0.3189721740053384,-1.1489407141246368,3.75,train,0,0,0
270,0.04454115943317741,-0.04148005545553843,3.5,train,0,0,0
271,-0.3189721740053384,-1.1489407141246368,3.0,train,1,0,0
272,-0.3189721740053384,-1.1489407141246368,3.0,test,1,0,0
273,-0.3189721740053384,-1.1489407141246368,3.25,train,1,0,0
274,-0.3189721740053384,-1.1489407141246368,2.75,train,1,0,0
275,-0.3189721740053384,-0.04148005545553843,2.75,train,0,0,0
276,-0.3189721740053384,-0.04148005545553843,2.75,train,0,0,1
277,-0.3189721740053384,-0.04148005545553843,3.0,test,0,0,0
278,-0.3189721740053384,1.06598060321356,3.75,train,1,0,0
279,-0.3189721740053384,1.06598060321356,2.75,train,0,0,0
280,0.04454115943317741,-0.04148005545553843,3.25,train,1,0,0
281,0.04454115943317741,-0.04148005545553843,3.25,train,1,0,0
282,0.04454115943317741,1.06598060321356,2.75,train,0,0,0
283,1.8621078266257565,1.06598060321356,3.5,train,0,0,0
284,-0.3189721740053384,-0.04148005545553843,3.5,train,0,0,0
285,-0.3189721740053384,-0.04148005545553843,3.75,train,0,0,0
286,0.5898111595909511,-1.1489407141246368,2.75,train,1,0,0
287,0.5898111595909511,-1.1489407141246368,3.0,train,1,0,0
288,1.8621078266257565,-1.1489407141246368,3.5,train,1,0,0
289,0.5898111595909511,-1.1489407141246368,3.5,train,1,0,0
290,-0.3189721740053384,-0.04148005545553843,2.75,test,1,0,0
291,-0.6824855074438542,-1.1489407141246368,2.5,train,1,0,0
292,0.04454115943317741,-1.1489407141246368,2.75,train,1,0,0
293,0.4080544928716932,-1.1489407141246368,3.25,train,1,0,0
294,5.1337278275723985,0.0,1.5,train,0,0,0
295,0.5898111595909511,-0.04148005545553843,3.0,train,0,0,0
296,0.5898111595909511,-0.04148005545553843,3.75,train,0,0,0
297,0.5898111595909511,-0.04148005545553843,3.75,test,0,0,1
298,0.5898111595909511,-0.04148005545553843,3.75,train,0,0,0
299,0.5898111595909511,-0.04148005545553843,4.0,train,0,0,1
300,0.5898111595909511,-0.04148005545553843,4.0,train,0,0,1
301,0.5898111595909511,-0.04148005545553843,2.5,train,0,0,0
302,0.5898111595909511,-0.04148005545553843,4.0,train,0,0,1
303,0.5898111595909511,-0.04148005545553843,2.75,test,0,1,0
304,0.5898111595909511,-0.04148005545553843,3.0,test,0,0,0
305,0.5898111595909511,-0.04148005545553843,3.0,train,0,0,0
306,0.5898111595909511,-0.04148005545553843,3.0,train,0,0,0
307,0.5898111595909511,-0.04148005545553843,3.25,train,0,0,0
308,0.5898111595909511,-0.04148005545553843,3.5,train,0,0,0
309,0.5898111595909511,-0.04148005545553843,3.5,train,0,1,0
310,0.5898111595909511,-0.04148005545553843,3.5,train,0,1,0
311,0.5898111595909511,-0.04148005545553843,3.5,train,0,0,0
312,0.5898111595909511,-0.04148005545553843,3.75,train,0,0,0
313,0.5898111595909511,-0.04148005545553843,4.0,train,0,0,0
314,0.5898111595909511,-0.04148005545553843,4.0,train,0,0,0
315,0.5898111595909511,-0.04148005545553843,3.25,test,0,0,0
316,0.5898111595909511,-0.04148005545553843,3.5,train,0,0,0
317,0.5898111595909511,-0.04148005545553843,3.25,train,0,0,0
318,-1.227755507601628,-0.04148005545553843,3.75,test,0,0,0
319,0.5898111595909511,-0.04148005545553843,4.0,train,0,0,0
320,0.5898111595909511,-0.04148005545553843,3.5,train,1,0,0
321,0.5898111595909511,-0.04148005545553843,4.0,test,1,1,0
322,0.5898111595909511,-0.04148005545553843,4.0,train,1,0,0
323,0.5898111595909511,-0.04148005545553843,3.75,train,1,0,0
324,5.1337278275723985,0.0,1.5,train,0,0,0
325,0.9533244930294669,-1.1489407141246368,3.25,train,0,0,0
326,-0.3189721740053384,0.0,2.75,train,0,0,0
327,-0.3189721740053384,0.0,2.75,test,0,0,0
328,0.5898111595909511,-0.04148005545553843,3.5,train,1,0,0
329,-0.3189721740053384,-0.04148005545553843,3.75,train,1,1,0
330,-0.3189721740053384,-0.04148005545553843,4.0,train,1,0,0
331,-1.7730255077594017,-0.04148005545553843,3.0,test,1,0,0
332,0.04454115943317741,2.1734412618826586,3.0,train,0,0,0
333,-0.3189721740053384,2.1734412618826586,3.25,train,0,0,0
334,0.5898111595909511,2.1734412618826586,3.5,test,0,0,0
335,2.40737782678353,2.1734412618826586,3.5,train,0,0,1
336,-0.3189721740053384,-0.04148005545553843,3.75,train,0,0,0
337,-0.3189721740053384,-0.04148005545553843,4.0,train,0,0,1
338,-0.6824855074438542,-0.04148005545553843,3.75,train,1,0,0
339,-0.3189721740053384,-0.04148005545553843,3.5,train,1,0,1
340,-0.3189721740053384,-0.04148005545553843,3.75,train,1,0,0
341,-0.3189721740053384,-0.04148005545553843,3.25,train,1,0,0
342,0.5898111595909511,-0.04148005545553843,3.75,train,1,0,0
343,1.4985944931872406,-0.04148005545553843,2.75,train,1,0,0
344,-2.1365388411979174,-0.04148005545553843,3.0,train,1,0,0
345,1.4985944931872406,-0.04148005545553843,3.25,train,1,0,0
346,1.4985944931872406,-0.04148005545553843,3.25,train,1,0,0
347,-2.1365388411979174,-0.04148005545553843,3.25,train,1,0,0
348,-0.3189721740053384,-1.1489407141246368,3.5,train,1,0,0
349,-0.3189721740053384,1.06598060321356,3.0,train,0,0,0
350,-0.6824855074438542,-0.04148005545553843,2.75,train,0,0,0
351,0.04454115943317741,-0.04148005545553843,3.0,train,0,0,0
352,-0.3189721740053384,-0.04148005545553843,3.5,train,0,0,0
353,0.04454115943317741,-0.04148005545553843,3.5,train,0,0,0
354,-0.3189721740053384,-1.1489407141246368,3.25,test,1,0,0
355,-0.6824855074438542,-0.04148005545553843,2.75,train,0,0,0
356,-0.3189721740053384,-0.04148005545553843,2.5,train,1,0,0
357,-0.3189721740053384,-0.04148005545553843,3.0,train,1,0,0
358,-2.1365388411979174,-0.04148005545553843,2.5,train,0,0,0
359,0.04454115943317741,-0.04148005545553843,3.25,train,0,0,0
360,0.04454115943317741,-0.04148005545553843,3.25,train,0,0,0
361,0.04454115943317741,-0.04148005545553843,3.25,train,0,0,0
362,0.04454115943317741,-0.04148005545553843,3.5,test,0,0,0
363,-0.3189721740053384,-1.1489407141246368,3.0,train,1,0,0
364,-0.3189721740053384,-1.1489407141246368,3.25,train,1,0,0
365,-0.3189721740053384,-1.1489407141246368,3.5,train,1,0,0
366,-0.3189721740053384,1.06598060321356,3.0,train,1,0,0
367,-0.3189721740053384,1.06598060321356,3.5,train,1,0,0
368,-0.3189721740053384,1.06598060321356,3.75,train,1,0,0
369,-0.3189721740053384,-1.1489407141246368,2.5,train,1,0,0
370,0.5898111595909511,-1.1489407141246368,2.25,train,0,0,1
371,0.5898111595909511,-1.1489407141246368,2.5,train,0,0,0
372,0.5898111595909511,-1.1489407141246368,2.75,train,0,0,0
373,0.5898111595909511,-1.1489407141246368,2.5,train,0,1,0
374,0.04454115943317741,2.1734412618826586,2.0,train,0,0,1
375,-1.04599884088237,2.1734412618826586,3.0,train,0,0,0
376,0.5898111595909511,2.1734412618826586,2.0,train,0,0,0
377,-0.3189721740053384,2.1734412618826586,3.0,train,0,0,0
378,-1.227755507601628,2.1734412618826586,3.5,train,1,0,0
379,0.04454115943317741,-1.1489407141246368,2.5,train,1,0,0
380,0.04454115943317741,-1.1489407141246368,3.0,test,1,0,0
381,0.04454115943317741,-1.1489407141246368,3.75,train,1,0,0
382,0.5898111595909511,-1.1489407141246368,2.5,train,0,0,1
383,0.4080544928716932,-1.1489407141246368,3.25,train,0,0,1
384,0.5898111595909511,-1.1489407141246368,3.5,train,0,0,1
385,-0.3189721740053384,-1.1489407141246368,3.75,test,0,0,1
386,0.4080544928716932,-1.1489407141246368,3.25,test,1,0,1
387,0.5898111595909511,-1.1489407141246368,3.25,train,1,0,1
388,0.9533244930294669,-1.1489407141246368,3.5,train,1,0,1
389,0.5898111595909511,-1.1489407141246368,2.75,train,1,0,1
390,0.5898111595909511,-1.1489407141246368,2.5,train,1,0,1
391,-0.3189721740053384,-1.1489407141246368,3.0,test,1,0,1
392,-0.3189721740053384,-1.1489407141246368,3.0,test,1,0,1
393,-0.5007288407245963,1.06598060321356,2.75,train,0,0,0
394,-0.3189721740053384,1.06598060321356,3.25,train,0,0,0
395,-1.4095121743208858,1.06598060321356,3.5,train,0,0,0
396,-0.3189721740053384,1.06598060321356,3.5,train,0,0,0
397,0.04454115943317741,-0.04148005545553843,3.75,train,1,0,0
398,-0.1372155072860805,-0.04148005545553843,3.75,train,1,0,0
399,0.4080544928716932,-0.04148005545553843,3.75,test,1,0,0
400,-0.3189721740053384,1.06598060321356,3.5,test,1,0,0
401,0.04454115943317741,-1.1489407141246368,3.0,train,0,0,0
402,-1.227755507601628,-1.1489407141246368,3.25,train,0,0,0
403,-1.04599884088237,-1.1489407141246368,3.75,test,0,0,0
404,0.04454115943317741,-1.1489407141246368,3.75,train,0,0,0
405,-0.3189721740053384,1.06598060321356,4.0,train,0,0,0
406,-0.3189721740053384,1.06598060321356,4.0,test,0,0,0
407,-0.1372155072860805,1.06598060321356,3.25,train,0,0,0
408,-0.1372155072860805,1.06598060321356,3.5,train,0,0,0
409,-0.1372155072860805,1.06598060321356,3.5,train,0,0,1
410,0.9533244930294669,1.06598060321356,3.5,train,0,0,1
411,-0.1372155072860805,1.06598060321356,3.75,train,0,0,0
412,-0.1372155072860805,1.06598060321356,4.0,test,0,0,0
413,-0.3189721740053384,1.06598060321356,3.5,train,1,0,0
414,0.04454115943317741,1.06598060321356,2.75,train,1,0,0
415,0.04454115943317741,1.06598060321356,2.75,test,1,1,0
416,0.04454115943317741,1.06598060321356,3.0,train,1,0,0
417,-0.3189721740053384,-1.1489407141246368,3.0,train,1,0,0
418,-0.3189721740053384,-1.1489407141246368,3.25,train,1,1,0
419,-0.3189721740053384,-1.1489407141246368,3.5,test,1,0,0
420,-0.3189721740053384,0.0,3.0,train,1,0,0
421,-0.3189721740053384,0.0,3.25,train,1,0,0
422,-0.3189721740053384,0.0,3.5,train,1,0,0
423,-0.3189721740053384,-1.1489407141246368,3.5,test,1,1,0
424,-0.3189721740053384,-1.1489407141246368,3.5,train,1,1,0
